Week,Mun,Ncasos,Year,Ncasos_lead,Ncasos_lag,Ncasos_lagroll_15,Ncasos_lagroll_30,EDAR,nHab,N1,N2,IP4,E,caudal,lluvia,Fecha,sars2,sars,n1_fill,f_num,n1_loess,n1_loess_15,n1_loess_30,sars_loess,sars_loess_15,sars_loess_30,sars2_loess,sars2_loess_15,sars2_loess_30,Month
2022 19,BARCELONA,3646,2022,3307,3522,3208,2748.25,BESÒS,1636193,38887,317639,NA,NA,298204,0,2022-05-09,317639,317639,38887,19121,107349.7436484584,121213.8621655928,143981.05517449477,182247.58322822166,203977.04092808897,221045.63320616836,169608.2212136261,187374.22822123882,198819.77769547075,05
2022 20,BARCELONA,3307,2022,2902,3646,3584,3125.25,BESÒS,1636193,191106,180376,NA,NA,301276,0,2022-05-16,180376,191106,191106,19128,135077.98068272724,179640.15367612249,196570.19566100964,225706.49862795614,267235.6109097052,278780.91815826937,205140.23522885155,236101.5807941058,244419.5586739479,05
2022 21,BARCELONA,2902,2022,3137,3307,3476.5,3342.25,BESÒS,1636193,235306,125023,NA,NA,308532,0,2022-05-23,125023,235306,235306,19135,224202.3266695178,271926.52915642643,269303.58237830026,308764.72319145413,353584.7953884499,363755.8336181497,267062.92635936005,301464.889126657,318255.74627192615,05
2022 22,BARCELONA,3137,2022,3572,2902,3104.5,3344.25,BESÒS,1636193,156123,279645,NA,NA,351181,0,2022-05-30,279645,279645,156123,19142,319650.7316433351,358967.01108047797,345058.6683092873,398404.8675854455,460276.0563265943,455412.52286744764,335866.8518939539,400409.91174974653,401851.1364889485,05
2022 23,BARCELONA,3572,2022,4748,3137,3019.5,3248,BESÒS,1636193,684654,920840,NA,NA,312915,0,2022-06-07,920840,920840,684654,19150,398283.2905176209,418190.8074621481,398729.6367796748,522147.24506774294,557240.2503464455,528493.7229710137,464952.97160553915,502237.38385124,470687.27817819815,06
2022 24,BARCELONA,4748,2022,6116,3572,3354.5,3229.5,BESÒS,1636193,395626,166726,NA,NA,326206,0,2022-06-13,166726,395626,395626,19156,438098.3244066753,438492.2624788715,421514.23594423634,592333.2556251478,596711.3896154333,570182.7880812138,539521.7960969409,540964.6446066498,511346.82779750554,06
2022 25,BARCELONA,6116,2022,5884,4748,4160,3589.75,BESÒS,1636193,190202,239864,NA,NA,327239,0,2022-06-20,239864,239864,190202,19163,438886.20055106777,424837.66442632454,407137.0267385929,601089.5236057186,583125.3258159823,554084.1307734573,542407.4931163586,520456.2717437711,490758.9491553793,06
2022 26,BARCELONA,5884,2022,4120,6116,5432,4393.25,BESÒS,1636193,671276,1145936,NA,NA,308214,0,2022-06-27,1145936,1145936,671276,19170,410789.1283015813,375781.7909983143,364275.0258943431,565161.1280262459,511456.8719314815,491715.21714212815,498505.0503711836,440553.2537041088,421005.96402955183,06
2022 27,BARCELONA,4120,2022,2436,5884,6000,5080,BESÒS,1636193,279484,309948,NA,NA,304591,0,2022-07-04,309948,309948,279484,19177,340774.45369504724,303712.38736236165,307575.54286723747,457752.615836717,400305.1084682741,402483.0547243717,382601.4570370341,321555.6563153325,322534.5211953659,07
2022 28,BARCELONA,2436,2022,1341,4120,5002,5217,BESÒS,1636193,252100,10260,NA,NA,304472,1,2022-07-11,10260,252100,252100,19184,266650.3210296761,239369.29473616058,245139.86608528474,342857.60109983105,293509.23751726205,299218.6243430477,260509.85559363096,204515.78868662287,209381.14387859037,07
2022 29,BARCELONA,1341,2022,123,2436,3278,4639,BESÒS,1636193,161830,76681,NA,NA,300085,0,2022-07-18,76681,161830,161830,19191,212088.2684426451,186567.34480820777,185894.10874765817,244160.87393469285,198132.14021782135,207039.60912606344,148521.72177961477,97206.6314418482,115836.15890746568,07
2022 30,BARCELONA,123,2022,NA,1341,1888.5,3445.25,BESÒS,1636193,121324,70000,NA,NA,319701,0,2022-07-25,70000,121324,121324,19198,161046.42117377048,132418.92275915574,137502.4003904487,152103.4065009497,120569.98073486502,139596.08075131522,45891.541104081654,27156.52912830846,56674.75241314097,07
2020 28,GIRONA,29,2020,50,13,8.5,9.75,GIRONA,103369,100,NA,100,100,56340,0,2020-07-06,100,100,100,18449,11237.12790873251,5618.563954366255,NA,0,0,NA,0,0,NA,07
2020 29,GIRONA,50,2020,47,29,21,13.25,GIRONA,103369,148,NA,148,148,45433,0,2020-07-13,148,148,148,18456,0,0,2809.2819771831273,0,4254.7258029538325,33565.75338419966,0,6744.300721421578,37019.658102531175,07
2020 30,GIRONA,47,2020,62,50,39.5,24,GIRONA,103369,696,NA,769,148,43312,0,2020-07-20,769,769,696,18463,0,0,7978.643339821012,8509.451605907665,67131.50676839933,100679.38891925148,13488.601442843155,74039.31620506235,106582.02602480254,07
2020 31,GIRONA,62,2020,56,47,48.5,34.75,GIRONA,103369,148,NA,8163,148,43748,0,2020-07-27,8163,8163,148,18470,0,15957.286679642024,30827.796278089147,125753.56193089098,197104.0520355491,223012.19837415218,134590.03096728155,206419.7513281835,231830.26700123167,07
2020 32,GIRONA,56,2020,93,62,54.5,47,GIRONA,103369,3429,NA,148,NA,43974,0,2020-08-03,148,3429,3429,18477,31914.573359284048,61655.59255617829,72364.85573189009,268454.54214020725,378892.88997990504,400417.8574670791,278249.4716890855,389621.217797401,410367.2602652441,08
2020 33,GIRONA,93,2020,160,56,59,53.75,GIRONA,103369,2345,NA,453,NA,44862,0,2020-08-10,453,2345,2345,18484,91396.61175307253,128772.42478413816,115413.80159848345,489331.2378196028,603731.6628986091,564951.3318574878,500992.9639057165,614314.7692023048,581159.6213266118,08
2020 34,GIRONA,160,2020,139,93,74.5,64.5,GIRONA,103369,905,NA,148,NA,40065,0,2020-08-17,148,905,905,18491,166148.23781520379,169172.0106407886,163665.32538619952,718132.0879776154,751009.7737350706,705445.0637450538,727636.574498893,772698.0248558228,726152.2781610892,08
2020 35,GIRONA,139,2020,160,160,126.5,92.75,GIRONA,103369,545143,NA,2812054,NA,41032,0,2020-08-24,2812054,2812054,545143,18498,172195.78346637342,198558.22598826088,256074.7661374802,783887.4594925258,807158.4645914987,797617.4355810087,817759.4752127525,837989.7871198737,797742.5331133935,08
2020 36,GIRONA,160,2020,304,139,149.5,112,GIRONA,103369,238911,NA,254772,NA,43391,0,2020-08-31,254772,254772,238911,18505,224920.66851014836,342977.5216341718,402167.68550479447,830429.4696904715,844225.0974269469,842921.0501524417,858220.0990269949,822787.0413709641,786511.6512169655,08
2020 37,GIRONA,304,2020,226,160,149.5,138,GIRONA,103369,505351,NA,765589,NA,43944,4.68,2020-09-07,765589,765589,505351,18512,461034.37475819525,605777.1450213281,553930.1113315405,858020.7251634222,878683.635713385,848833.1328478381,787353.9837149334,735033.5153140575,756681.482684071,09
2020 38,GIRONA,226,2020,232,304,232,190.75,GIRONA,103369,313214,NA,72409,NA,43919,NA,2020-09-14,72409,313214,313214,18519,750519.9152844609,764882.7010289093,750211.4937272619,899346.5462633476,853441.1682687294,882627.4658569528,682713.0469131815,690575.9239971777,723390.1052064149,09
2020 39,GIRONA,232,2020,202,226,265,207.25,GIRONA,103369,367973,NA,296564,NA,45343,NA,2020-09-21,296564,367973,367973,18526,779245.4867733576,894645.8424331959,1209334.9646204233,807535.7902741111,886571.2960005208,1232280.2533008428,698438.8010811738,711746.6950987724,705797.0959613369,09
2020 40,GIRONA,202,2020,248,232,229,230.5,GIRONA,103369,2842585,NA,1699042,NA,43569,NA,2020-09-28,1699042,2842585,2842585,18533,1010046.1980930341,1653787.2282119372,1941180.386920606,965606.8017269304,1611119.3383329564,1922666.492472048,725054.589116371,721018.267925496,710751.1311578912,09
2020 41,GIRONA,248,2020,333,202,217,241,GIRONA,103369,1873190,NA,821889,NA,44410,NA,2020-10-05,821889,1873190,1873190,18540,2297528.2583308406,2987714.931408016,2951548.501250964,2256631.8749389825,2958761.6889435747,2924920.2237790306,716981.946734621,709755.5672170102,694232.4897683176,10
2020 42,GIRONA,333,2020,551,248,225,227,GIRONA,103369,1186567,NA,550619,NA,41875,NA,2020-10-12,550619,1186567,1186567,18547,3677901.6044851914,4249309.774289991,4079433.41399739,3660891.502948167,4238721.109225105,4068905.574679634,702529.1876993994,667446.7116111392,651445.1582598323,10
2020 43,GIRONA,551,2020,558,333,290.5,253.75,GIRONA,103369,2475284,NA,155145,NA,41589,NA,2020-10-19,155145,2475284,2475284,18554,4820717.944094791,5171151.896586764,4746395.254897938,4816550.715502042,5179049.460415694,4762972.00855773,632364.2355228789,593134.7493026545,622611.5347203931,10
2020 44,GIRONA,558,2020,475,551,442,333.5,GIRONA,103369,10516375,NA,352126,NA,36019,NA,2020-10-26,352126,10516375,10516375,18561,5521585.849078736,5243480.7355058845,4827783.836379865,5541548.205329345,5287222.907890357,4875922.854511184,553905.2630824301,577776.3578296471,609451.0216618705,10
2020 45,GIRONA,475,2020,298,558,554.5,422.5,GIRONA,103369,8588712,NA,1332155,NA,40355,NA,2020-11-02,1332155,8588712,8588712,18568,4965375.621933033,4484415.776172967,4143608.4639049345,5032897.610451369,4572796.248606673,4223368.892888559,601647.4525768642,625767.2940210867,591367.6643875535,11
2020 46,GIRONA,298,2020,212,475,516.5,479.25,GIRONA,103369,469934,NA,199194,NA,33874,NA,2020-11-09,199194,469934,469934,18575,4003455.9304129016,3043736.192303985,3000278.7541092546,4112694.8867619787,3159514.8778867605,3100776.90347969,649887.1354653091,604958.9709454599,555751.2934108082,11
2020 47,GIRONA,212,2020,149,298,386.5,470.5,GIRONA,103369,499380,NA,959309,NA,40777,NA,2020-11-16,959309,959309,499380,18582,2084016.454195068,1516141.7320455422,1796618.5969701519,2206334.8690115423,1628757.5583527067,1898193.4452995423,560030.8064256106,485735.2928005297,474502.4646467634,11
2020 48,GIRONA,149,2020,131,212,255,385.75,GIRONA,103369,954326,NA,272259,NA,41401,NA,2020-11-23,272259,954326,954326,18589,948267.0098960166,549501.0016363191,928303.2297195564,1051180.2476938711,636872.0127123242,1007254.6905129247,411439.7791754488,344045.95834806695,388513.97913141537,11
2020 49,GIRONA,131,2020,150,149,180.5,283.5,GIRONA,103369,522681,NA,141155,NA,44381,NA,2020-11-30,141155,522681,522681,18596,150734.9933766215,340464.7273935708,645274.3727759805,222563.7777307768,385751.8226731426,689626.7533930524,276652.13752068504,291292.66546230105,337143.69356612593,11
2020 50,GIRONA,150,2020,348,131,140,197.5,GIRONA,103369,548618,NA,70880,NA,40723,NA,2020-12-08,70880,548618,548618,18604,530194.4614105201,741047.7439156423,699248.0791913094,548939.8676155081,742381.4940737808,714742.383416411,305933.1934039171,330241.428784185,350065.5456851913,12
2020 51,GIRONA,348,2020,189,150,140.5,160.5,GIRONA,103369,1127730,NA,463708,NA,40706,NA,2020-12-14,463708,1127730,1127730,18610,951901.0264207644,1058031.4309890482,1002696.2587335991,935823.1205320533,1043732.9441596795,1000233.3668701618,354549.6641644528,408838.4259080816,426256.8770614677,12
2020 52,GIRONA,189,2020,194,348,249,194.5,GIRONA,103369,1257899,NA,624301,NA,40246,NA,2020-12-21,624301,1257899,1257899,18617,1164161.835557332,1264344.7735515563,1235772.5200726853,1151642.7677873054,1258085.239666543,1228623.2766580011,463127.1876517103,522272.32533875044,508318.2657930863,12
2020 53,GIRONA,194,2020,245,189,268.5,204.5,GIRONA,103369,1123453,NA,743458,NA,37887,NA,2020-12-28,743458,1123453,1123453,18624,1364527.7115457803,1413513.609156323,1374309.698521347,1364527.7115457803,1413513.609156323,1371179.9315788404,581417.4630257905,607798.1056780912,580925.4869012807,12
2021 01,GIRONA,245,2021,262,194,191.5,220.25,GIRONA,101932,1680008,NA,259723,NA,38032,NA,2021-01-04,259723,1680008,1680008,18631,1462499.5067668653,1484274.623491138,1447677.4475140022,1462499.5067668653,1484274.623491138,1447677.4475140024,634178.7483303917,639578.648463811,606698.5769471348,01
2021 02,GIRONA,262,2021,223,245,219.5,244,GIRONA,101932,1751970,NA,737479,NA,40603,NA,2021-01-11,737479,1751970,1751970,18638,1506049.7402154105,1481841.285871682,1451348.850079968,1506049.7402154105,1481841.2858716822,1451348.850079968,644978.5485972302,605599.0482161784,580515.9657878489,01
2021 03,GIRONA,223,2021,229,262,253.5,222.5,GIRONA,101932,1088709,NA,791822,NA,40706,NA,2021-01-18,791822,1088709,1088709,18645,1457632.8315279535,1418423.0766687985,1413379.554421331,1457632.8315279535,1418423.0766687987,1413379.554421331,566219.5478351266,521453.28311188705,526540.6703192296,01
2021 04,GIRONA,229,2021,203,223,242.5,231,GIRONA,101932,1668238,NA,546246,NA,41554,NA,2021-01-25,546246,1668238,1668238,18652,1379213.3218096434,1344917.82297098,1344812.4981982396,1379213.3218096434,1344917.8229709803,1344812.4981982398,476687.0183886474,447482.2924222809,455987.5095242995,01
2021 05,GIRONA,203,2021,169,229,226,239.75,GIRONA,101932,1042457,NA,239139,NA,38497,NA,2021-02-01,239139,1042457,1042457,18659,1310622.3241323167,1271201.919727681,1262280.3132655618,1310622.3241323167,1271201.9197276812,1262280.313265562,418277.5664559143,390521.73593671195,401707.8572816103,02
2021 06,GIRONA,169,2021,186,203,216,229.25,GIRONA,101932,1178371,NA,221272,NA,47526,NA,2021-02-08,221272,1178371,1178371,18666,1231781.5153230452,1179642.8035601438,1179431.0844051433,1231781.5153230452,1179642.8035601438,1179431.0844051435,362765.90541750955,355933.4221409398,369425.91046732856,02
2021 07,GIRONA,186,2021,116,169,186,206,GIRONA,101932,1426207,NA,209378,NA,45414,NA,2021-02-15,209378,1426207,1426207,18673,1127504.0917972422,1087660.2490826058,1126043.7464303987,1127504.0917972422,1087660.249082606,1125798.2158239696,349100.93886437005,348330.0849979453,348913.6452026818,02
2021 08,GIRONA,116,2021,120,186,177.5,196.75,GIRONA,101932,1069821,NA,811057,NA,52726,2.7,2021-02-22,811057,1069821,1069821,18680,1047816.4063679695,1072444.6893006538,1108220.118335905,1047816.4063679695,1071953.6280877956,1107651.2457656045,347559.2311315205,341893.8682644238,339309.4877915543,02
2021 09,GIRONA,120,2021,102,116,151,168.5,GIRONA,101932,972979,NA,212928,NA,43644,0,2021-03-01,212928,972979,972979,18687,1097072.972233338,1128779.9875892042,1136676.0765519862,1096090.8498076214,1127642.2424486035,1136450.2466696315,336228.5053973271,330288.89058516343,323857.3455773008,03
2021 10,GIRONA,102,2021,141,120,118,147.75,GIRONA,101932,690199,NA,245555,NA,44309,1.1,2021-03-08,245555,690199,690199,18694,1160487.0029450704,1200907.463803319,1177728.9308922817,1159193.635089585,1200946.8652514678,1178885.6258082702,324349.27577299974,305820.8228901779,306403.1133033015,03
2021 11,GIRONA,141,2021,167,102,111,131,GIRONA,101932,1418368,NA,224598,NA,44370,0,2021-03-15,224598,1418368,1418368,18701,1241327.9246615674,1226677.8741953592,1189852.6675556677,1242700.09541335,1230129.0091679369,1193552.3054445803,287292.37000735605,282517.33602143964,289639.0142575879,03
2021 12,GIRONA,167,2021,209,141,121.5,119.75,GIRONA,101932,1293291,NA,275036,NA,40793,0,2021-03-22,275036,1293291,1293291,18708,1212027.823729151,1178797.8713080168,1147626.226359111,1217557.9229225235,1186157.745637693,1154167.1913619335,277742.30203552323,273457.20562499797,270863.0156562147,03
2021 13,GIRONA,209,2021,178,167,154,132.5,GIRONA,101932,2048613,NA,300081,NA,41327,0,2021-03-29,300081,2048613,2048613,18715,1145567.9188868827,1068574.578522863,1085189.55473343,1154757.5683528623,1078205.3735559303,1093905.4621983457,269172.1092144727,259208.6952909897,261351.2434962523,03
2021 14,GIRONA,178,2021,267,209,188,154.75,GIRONA,101932,589970,NA,NA,NA,39424,0,2021-04-05,0,589970,589970,18722,991581.2381588436,991581.2381588436,978722.1922738403,1001653.1787589983,1001653.1787589984,988183.4649017069,249245.2813675067,249245.2813675067,242808.51268592235,04
2021 14,GIRONA,178,2021,267,209,188,154.75,GIRONA,101932,NA,NA,644038,NA,39424,0,2021-04-05,644038,644038,595897,18722,991581.2381588436,888869.8060248176,834343.2225184084,1001653.1787589983,898161.5562474836,843003.2574819963,249245.2813675067,226408.33008085506,213487.27281872972,04
2021 15,GIRONA,267,2021,237,178,193.5,173.75,GIRONA,101932,601824,NA,68016,NA,42178,0.6,2021-04-12,68016,601824,601824,18729,786158.3738907917,677105.2068779735,699923.1990523788,794669.9337359687,684353.3362049944,706614.714824427,203571.3787942034,177729.26426995278,178025.75575821224,04
2021 16,GIRONA,237,2021,270,267,222.5,205.25,GIRONA,101932,571163,NA,172237,NA,39906,0,2021-04-19,172237,571163,571163,18736,568052.0398651552,510976.59207994014,544335.7429262879,574036.7386740197,515067.87340137066,548185.9315844263,151887.14974570216,129643.18143556947,133117.1424330141,04
2021 17,GIRONA,270,2021,204,237,252,222.75,GIRONA,101932,866992,NA,36027,NA,45986,6.5,2021-04-26,36027,866992,866992,18743,453901.144294725,411566.27897460264,410597.64192262734,456099.0081287213,412018.5269638585,412074.4100130425,107399.21312543676,88505.02059607541,95971.74412954113,04
2021 18,GIRONA,204,2021,142,270,253.5,238,GIRONA,101932,234004,NA,147581,NA,41642,0,2021-05-03,147581,234004,234004,18750,369231.41365448025,310218.6917653148,305227.68127998017,367938.0457989955,309080.9466247144,305208.2746681792,69610.82806671406,62300.30682351281,69597.57250884683,05
2021 19,GIRONA,142,2021,74,204,237,244.5,GIRONA,101932,180035,NA,60433,NA,44724,2.4,2021-05-10,60433,180035,180035,18757,251205.96987614932,198889.08358535796,191752.39520629894,250223.84745043315,198398.0223725,191183.52263599887,54989.78558031155,50690.124421618275,43191.40042607227,05
2021 20,GIRONA,74,2021,104,142,173,213.25,GIRONA,101932,75951,NA,6100,NA,39687,0,2021-05-17,6100,75951,75951,18764,146572.1972945666,73286.09864728332,99444.54179267887,146572.1972945666,73286.09864728343,99199.01118625,46390.463262925,24082.49402863175,25788.693409393756,05
2021 21,GIRONA,104,2021,51,74,108,172.5,GIRONA,101932,153097,NA,37270,NA,39825,0,2021-05-24,37270,153097,153097,18771,0,1.0913936421275139e-11,159177.75414347378,0,1.2823875294998288e-10,159177.75414347395,1774.5247943385075,887.2623971692537,18553.271081831663,05
2021 22,GIRONA,51,2021,69,104,89,131,GIRONA,101932,113623,NA,45535,NA,41684,0,2021-05-31,45535,113623,113623,18778,0,245069.4096396645,447397.8409785152,0,245069.4096396646,447397.8409785154,0,13024.048135031591,35749.69687699899,05
2021 23,GIRONA,69,2021,44,51,77.5,92.75,GIRONA,101932,117110,NA,3471,NA,41729,1.2,2021-06-07,3471,117110,117110,18785,490138.819279329,894795.6819570306,960275.6788853544,490138.819279329,894795.6819570307,960275.6788853545,26048.096270063183,70612.13135682874,118601.84739453375,06
2021 24,GIRONA,44,2021,89,69,60,74.5,GIRONA,101932,93467,NA,13400,NA,41408,0,2021-06-14,13400,93467,93467,18792,1299452.5446347322,1675481.9481310446,1620201.0957987462,1299452.5446347322,1675481.9481310446,1620201.0957987464,115176.1664435943,224179.6466540359,254797.963881576,06
2021 25,GIRONA,89,2021,477,44,56.5,67,GIRONA,101932,160770,NA,43846,NA,41877,0,2021-06-21,43846,160770,160770,18799,2051511.3516273568,2345606.509640462,2171799.667103323,2051511.3516273568,2345606.509640462,2171799.667103323,333183.1268644775,438983.79640632326,420381.20737988735,06
2021 26,GIRONA,477,2021,669,89,66.5,63.25,GIRONA,101932,8136219,NA,908995,NA,40701,0,2021-06-28,908995,8136219,8136219,18806,2639701.6676535676,2668117.386075602,2376633.4328299942,2639701.6676535676,2668117.386075602,2374870.236692638,544784.465948169,616582.7681057389,553510.9703294588,06
