Mun,Ncasos_lead,Ncasos_lagroll_15,Ncasos_lagroll_30,nHab,caudal,lluvia,sars_loess,sars_loess_15,sars_loess_30,Month
FALSET,2.3978952727983707,2.833213344056216,2.583997552432231,2740,361,0,11.703040327311518,11.225484141030435,11.839248905856703,05
FALSET,2.0794415416798357,2.803360380906535,2.6741486494265287,2740,384,0,10.278399508426562,11.468663816322994,11.968259690226867,05
FALSET,1.791759469228055,2.4423470353692043,2.6567569067146595,2740,352,0,11.9968532921007,12.389734950179347,12.266440431965574,05
FALSET,1.6094379124341003,2.3513752571634776,2.6026896854443837,2740,335,0,12.671065416435729,12.70448301354841,12.542541060894552,05
FALSET,3.1780538303479458,1.8718021769015913,2.1400661634962708,2740,368,0,12.609239342910215,12.36738157417073,12.40263791379274,06
FALSET,3.7376696182833684,2.4423470353692043,2.277267285009756,2740,373,0,12.04770918130956,12.027006029895317,12.111533644525093,06
FIGUERES,3.9318256327243257,4.820281565605037,4.290459441148391,47235,14316,0,0,0,11.893063163034606,07
FIGUERES,3.6375861597263857,4.48863636973214,4.66814498514948,47235,13100,0,0,0,11.413427157958289,08
FIGUERES,2.4849066497880004,3.4657359027997265,4.102643365036796,47235,12960,0,0,12.106568815419978,13.324274650760168,08
FIGUERES,3.871201010907891,2.9444389791664403,3.2386784521643803,47235,13596,0,12.799713234419357,14.017421014152351,14.78824032198284,09
FIGUERES,4.0943445622221,3.7013019741124933,3.392829131991639,47235,17641,12.2,14.550453622019505,15.446563812318047,15.601192564606663,09
FIGUERES,5.420534999272286,3.8607297110405954,3.784189633918261,47235,11208,0,15.911458024341437,16.186086318047245,16.023977925590923,10
FIGUERES,5.937536205082426,5.244389024522481,4.774912960575186,47235,13699,0,16.40131501864962,16.387684438273375,16.249232907461593,10
FIGUERES,5.5254529391317835,5.659482215759621,5.281933887297512,47235,13754,0,16.37386549471966,16.30862774318646,16.227393391876067,10
FIGUERES,5.147494476813453,5.895779296973574,5.6222108209623896,47235,13171,0,16.238835152107093,16.036411482075053,15.959934352305478,11
FIGUERES,4.653960350157523,5.755742213586912,5.70877001616724,47235,12446,0,15.782336155847945,15.419998108206254,15.52615736119912,11
FIGUERES,3.9318256327243257,5.358941988364472,5.662960480135946,47235,12153,0,14.846082642000162,14.43039769799032,14.815328617556112,11
FIGUERES,4.61512051684126,4.93806460126142,5.428248536140067,47235,13768,0,13.70594898586164,13.039558260955758,13.92175604853375,11
FIGUERES,4.382026634673881,4.3694478524670215,4.981892825230601,47235,18828,0,10.098377541113186,12.833992653092404,13.40482822783786,11
FIGUERES,4.962844630259907,4.343805421853684,4.684443366882599,47235,14522,0,13.494175376061506,13.6717901636688,13.60399142473842,12
FIGUERES,4.948759890378168,4.516338972281476,4.445588116163626,47235,13411,0,13.822565250140345,14.033815016740537,14.093754413445241,12
FIGUERES,4.584967478670572,4.722953221644475,4.5512418439625355,47235,12967,0,14.208128059469196,14.389585083872948,14.39237392992773,12
FIGUERES,5.424950017481403,4.962844630259907,4.764308407326388,47235,13450,0,14.543117782642064,14.655751171149173,14.597217027827977,12
FIGUERES,5.099866427824199,4.791649752930709,4.757891273005756,47043,12970,0,14.756972789880207,14.769062207317548,14.713525877646726,01
FIGUERES,5.030437921392435,5.096812990337308,5.032070574816321,47043,12924,0,14.7810072148349,14.768144196897817,14.752863659482347,01
FIGUERES,4.820281565605037,5.280662431309316,5.065754593317335,47043,12888,0,14.755113563346432,14.736398392301036,14.728610611251836,01
FIGUERES,4.882801922586371,5.072043922224899,5.084505142662711,47043,12564,0,14.71732627265712,14.687449561029423,14.673453394879536,01
FIGUERES,4.477336814478207,4.93806460126142,5.123963979403259,47043,12192,0,14.656652668986796,14.60627858940147,14.564456427991505,02
FIGUERES,4.007333185232471,4.859812404361672,4.971547905388209,47043,13111,3.5,14.553231727891204,14.42418620294382,14.388710286208855,02
FIGUERES,3.8501476017100584,4.709530201312334,4.830311739964974,47043,13632,0,14.275985548158335,14.110251771116454,14.188452700788602,02
FIGUERES,3.9512437185814275,4.283586561860629,4.612642200826793,47043,22006,14,13.911485114397339,13.879428602309286,14.005442759505145,02
FIGUERES,4.204692619390966,3.9512437185814275,4.400603020246817,47043,12480,0,13.846310340326198,13.888348676461543,14.00144416141133,03
FIGUERES,3.970291913552122,3.9219733362813143,4.119037174812473,47043,12487,0,13.928690854849664,14.11017784469068,14.078455468173656,03
FIGUERES,4.189654742026425,4.102643365036796,4.029806041084529,47043,12034,0,14.263731978547739,14.238130154308003,14.120081172742738,03
FIGUERES,4.465908118654584,4.110873864173311,4.020877410340228,47043,10973,0,14.21185561625443,14.129887385863384,14.050398494894415,03
FIGUERES,4.3694478524670215,4.102643365036796,4.102643365036796,47043,12662,0,14.040595600677534,13.819084510835227,13.875729046525914,03
FIGUERES,4.248495242049359,4.350277936359301,4.237723145067448,47043,11786,0,13.53411729936355,13.53411729936355,13.584588521453139,04
FIGUERES,4.248495242049359,4.350277936359301,4.237723145067448,47043,11786,0,13.53411729936355,13.277694540590558,13.167724647886132,04
FIGUERES,4.330733340286331,4.430816798843313,4.2801323269925415,47043,15271,0,12.93196102999343,12.583393235290401,12.897706789039834,04
FIGUERES,4.465908118654584,4.324132656254979,4.33729074083249,47043,11837,0,12.043762349532862,12.27731426177792,12.487261324359547,04
FIGUERES,3.9318256327243257,4.30406509320417,4.3694478524670215,47043,17777,6,12.466515023413557,12.380895552796773,12.234775772321278,04
FIGUERES,3.6888794541139363,4.412798293340635,4.3694478524670215,47043,12528,0,12.28725310729473,12.190347054654755,12.196673657826954,05
FIGUERES,3.8066624897703196,4.248495242049359,4.276666119016055,47043,16015,0,12.08303256277237,11.970672810884555,11.985535021523003,05
FIGUERES,2.8903717578961645,3.8394523125933104,4.1666652238017265,47043,12806,0,11.844071271100772,11.727677926105393,11.710393591603314,05
FIGUERES,2.4849066497880004,3.7727609380946383,4.038655656361512,47043,12302,0,11.595930445562079,11.357579378139379,11.37601786728445,05
FIGUERES,2.5649493574615367,3.481240089335692,3.676300671907076,47043,13454,0,11.04402594488537,10.828830356306442,11.064776327050055,05
FIGUERES,3.044522437723423,2.772588722239781,3.392829131991639,47043,12710,0,10.554256101809887,10.648989910500314,11.380381018143739,06
FIGUERES,2.6390573296152584,2.6026896854443837,3.1354942159291497,47043,10954,0,10.735520724331554,11.7338116101242,12.34437546193865,06
FIGUERES,3.9318256327243257,2.8903717578961645,2.833213344056216,47043,11983,0,12.223306098244036,12.941271369355992,13.040845797031366,06
FIGUERES,5.497168225293202,3.5115454388310208,3.248434627109745,47043,12141,0,13.354874161100168,13.588607903953939,13.505721604119252,07
FIGUERES,5.313205979041787,5.214935757608986,4.689051669968793,47043,12077,0,13.777927790472779,13.864323801590738,13.71217768371636,07
